ï»¿ID,Start time,Completion time,Location,Ward/Branch,Stake,Route,Time Spent Collecting Donations,# of Adult Volunteers,# of Youth Volunteers,Doors in Route,Donation Bags Collected,Completed More Than One Route,Routes Completed,Additional Routes completed (2 routes),Additional routes completed (3 routes),Additional routes completed (3 routes)2,Additional routes completed (More than 3 Routes),Additional routes completed (More than 3 Routes)2,Additional routes completed (More than 3 Routes)3,Neighbourhood,Ward,Assessed Value,Minutes Spent Collecting Donations,Assessed Value,Latitude,Longitude,New Route Number/Name
120,2024-09-28 11:27,2024-09-28 11:29,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,125,30 - 60 Minutes,2,0,128,12,0,1,,,,,,,SOUTHGATE,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 33
121,2024-09-28 11:25,2024-09-28 11:29,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,123,30 - 60 Minutes,1,2,230,42,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 34
122,2024-09-28 11:22,2024-09-28 11:29,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,12,30 - 60 Minutes,2,0,131,20,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 39
123,2024-09-28 11:26,2024-09-28 11:29,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,2,0 - 30 Minutes,1,2,100,20,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,30,797500,53.43159314034627,-113.44636,Gateway Stake 40
124,2024-09-28 11:27,2024-09-28 11:30,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,Howard Biggs,30 - 60 Minutes,2,3,150,30,0,1,,,,,,,TERWILLEGAR PARK,,703525,60,703525,53.44964276918846,-113.5384964,Riverbend Stake 16
125,2024-09-28 11:25,2024-09-28 11:30,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,3-2.4b,0 - 30 Minutes,2,0,1751,14,0,1,,,,,,,NAMAO,,6666500,30,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 10
126,2024-09-28 11:28,2024-09-28 11:30,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,63,1 Hour - 1.5 Hours,1,3,169,20,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 41
127,2024-09-28 11:27,2024-09-28 11:30,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,15,1 Hour - 1.5 Hours,2,2,153,35,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,90,503500,53.42374423,-113.5051636,Gateway Stake 42
128,2024-09-28 11:21,2024-09-28 11:30,Riverbend Stake Centre,Devon Ward,Riverbend Stake,9,1 Hour - 1.5 Hours,2,0,150,20,0,1,,,,,,,DEVON,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 17
129,2024-09-28 11:28,2024-09-28 11:31,Bonnie Doon Stake Centre,Southgate Ward,Bonnie Doon Stake,Strathcona,30 - 60 Minutes,2,0,151,18,0,1,,,,,,,SOUTHGATE,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 35
130,2024-09-28 11:29,2024-09-28 11:31,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,1,30 - 60 Minutes,3,0,241,50,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 43
131,2024-09-28 11:25,2024-09-28 11:31,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,Gurney,30 - 60 Minutes,2,0,187,45,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 18
132,2024-09-28 11:28,2024-09-28 11:31,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,"19,23",2+ Hours,2,3,280,48,1,2,23,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,120,140000,53.44341912235957,-113.4026104,Gateway Stake 44
133,2024-09-28 11:27,2024-09-28 11:32,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Cumberland E,0 - 30 Minutes,2,2,180,15,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,30,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 11
134,2024-09-28 11:29,2024-09-28 11:32,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,"162 , 170",30 - 60 Minutes,1,1,300,54,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 36
135,2024-09-28 11:27,2024-09-28 11:32,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,"62, 48, 61",1 Hour - 1.5 Hours,4,1,431,37,1,3,,-,-,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 45
136,2024-09-28 11:29,2024-09-28 11:32,Bearspaw Chapel,Wild Rose Ward,Gateway Stake,17,30 - 60 Minutes,2,2,100,25,0,1,,,,,,,WILD ROSE,Sspomitapi Ward,118500,60,118500,53.47199344444126,-113.3815115,Gateway Stake 46
137,2024-09-28 11:30,2024-09-28 11:33,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,37,1 Hour - 1.5 Hours,3,1,230,21,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 47
138,2024-09-28 11:20,2024-09-28 11:33,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,52,30 - 60 Minutes,2,1,300,55,1,2,48,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 37
139,2024-09-28 11:31,2024-09-28 11:33,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,2-1.1,30 - 60 Minutes,5,4,286,29,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 12
140,2024-09-28 11:26,2024-09-28 11:33,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,Not specified ,30 - 60 Minutes,1,4,29,29,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 38
141,2024-09-28 11:31,2024-09-28 11:34,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Strathcona 2 134 housew,30 - 60 Minutes,2,3,90,12,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 39
142,2024-09-28 11:32,2024-09-28 11:34,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,69/71,30 - 60 Minutes,4,1,271,27,1,2,Above,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 48
143,2024-09-28 11:27,2024-09-28 11:34,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,17,30 - 60 Minutes,2,0,0,20,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 40
144,2024-09-28 11:07,2024-09-28 11:34,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,201,1 Hour - 1.5 Hours,2,2,242,26,1,2,103,,,,,,RABBIT HILL,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 19
145,2024-09-28 11:30,2024-09-28 11:35,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,23,0 - 30 Minutes,1,3,155,22,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,30,503500,53.42374423,-113.5051636,Gateway Stake 49
146,2024-09-28 11:33,2024-09-28 11:35,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,15,30 - 60 Minutes,2,0,15,15,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 41
147,2024-09-28 11:15,2024-09-28 11:35,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,4,0 - 30 Minutes,2,4,198,33,1,2,11,,,,,,ELLERSLIE,Karhiio Ward,797500,30,797500,53.43159314034627,-113.44636,Gateway Stake 50
148,2024-09-28 11:29,2024-09-28 11:35,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Forest Heights #7 (poll 71) A,30 - 60 Minutes,2,0,75,15,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 42
149,2024-09-28 11:33,2024-09-28 11:35,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,6,1 Hour - 1.5 Hours,2,2,168,16,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 51
150,2024-09-28 11:32,2024-09-28 11:35,Gateway Stake Centre ,Ellerslie Ward,Gateway Stake,26,30 - 60 Minutes,2,2,25,32,0,1,,,,,,,ELLERSLIE,Karhiio Ward,797500,60,797500,53.43159314034627,-113.44636,Gateway Stake 52
151,2024-09-28 11:32,2024-09-28 11:35,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,51,30 - 60 Minutes,2,0,97,15,0,1,,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,60,1154500,53.42045712828527,-113.5399461,Riverbend Stake 20
152,2024-09-28 11:33,2024-09-28 11:35,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,2,30 - 60 Minutes,2,2,130,20,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,60,503500,53.42374423,-113.5051636,Gateway Stake 53
153,2024-09-28 11:30,2024-09-28 11:35,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,3,1 Hour - 1.5 Hours,2,0,200,70,1,2,4,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 21
154,2024-09-28 11:32,2024-09-28 11:36,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,110,30 - 60 Minutes,6,0,190,26,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 43
155,2024-09-28 11:33,2024-09-28 11:36,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,54,30 - 60 Minutes,1,0,20,24,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 44
156,2024-09-28 11:32,2024-09-28 11:36,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Carlisle B,1 Hour - 1.5 Hours,2,0,150,33,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,90,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 13
157,2024-09-28 11:34,2024-09-28 11:37,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,141,0 - 30 Minutes,1,1,0,18,0,1,,,,,,,CLAREVIEW,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 45
158,2024-09-28 11:36,2024-09-28 11:37,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,29,30 - 60 Minutes,2,3,16,16,1,2,34,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 46
159,2024-09-28 11:35,2024-09-28 11:37,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Fulton Place #4 (poll 74),30 - 60 Minutes,2,3,250,39,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 47
160,2024-09-28 11:34,2024-09-28 11:38,Edmonton North Stake Centre,Namao Ward,Edmonton North Stake,3-1.2.b,30 - 60 Minutes,2,0,152,23,0,1,,,,,,,NAMAO,,6666500,60,6666500,53.61346820073055,-113.5157507,Edmonton North Stake 14
161,2024-09-28 11:35,2024-09-28 11:38,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,1,2+ Hours,2,0,200,25,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,120,28618500,53.47232073,-113.4502878,Gateway Stake 54
162,2024-09-28 11:35,2024-09-28 11:38,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,25,1 Hour - 1.5 Hours,2,1,174,32,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 55
163,2024-09-28 11:35,2024-09-28 11:38,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,36,0 - 30 Minutes,2,2,177,22,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,30,503500,53.42374423,-113.5051636,Gateway Stake 56
164,2024-09-28 11:35,2024-09-28 11:38,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,4,30 - 60 Minutes,2,2,210,24,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 22
165,2024-09-28 11:33,2024-09-28 11:38,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,Ekota 13 ,1 Hour - 1.5 Hours,2,2,120,40,1,2,Menisa 17,,,,,,RIO VISTA,,8015783.871,90,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 57
166,2024-09-28 11:31,2024-09-28 11:38,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,41,1 Hour - 1.5 Hours,1,1,40,40,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 23
167,2024-09-28 11:38,2024-09-28 11:39,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,2,30 - 60 Minutes,2,3,219,28,1,2,6,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 58
168,2024-09-28 11:35,2024-09-28 11:39,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,47,30 - 60 Minutes,1,0,200,22,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 48
169,2024-09-28 11:34,2024-09-28 11:39,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,49,30 - 60 Minutes,2,4,125,33,0,1,,,,,,,RIO VISTA,,8015783.871,60,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 59
170,2024-09-28 11:36,2024-09-28 11:39,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,43,1 Hour - 1.5 Hours,6,4,250,30,1,2,52,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 60
171,2024-09-28 11:36,2024-09-28 11:40,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,"209,200,220",30 - 60 Minutes,3,0,200,33,0,1,,,,,,,CLAREVIEW,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 49
172,2024-09-28 11:36,2024-09-28 11:40,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,O rRNA A  and ozerna B,30 - 60 Minutes,4,0,500,32,1,2,Ozerna A.  Ozerna B,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 15
173,2024-09-28 11:38,2024-09-28 11:40,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,31,0 - 30 Minutes,2,0,96,7,0,1,,,,,,,LONDONDERRY,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 50
174,2024-09-28 10:36,2024-09-28 11:41,Bonnie Doon Stake Centre,Londonderry Ward,Bonnie Doon Stake,106,30 - 60 Minutes,2,0,104,13,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 51
175,2024-09-28 11:38,2024-09-28 11:41,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,42,30 - 60 Minutes,3,2,123,38,1,2,27,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 61
176,2024-09-28 11:39,2024-09-28 11:41,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,56 Daly Grove,0 - 30 Minutes,1,0,135,17,0,1,,,,,,,RIO VISTA,,8015783.871,30,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 62
177,2024-09-28 11:39,2024-09-28 11:41,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,7,30 - 60 Minutes,3,2,168,20,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,60,162000,53.45921603129749,-113.3818037,Gateway Stake 63
178,2024-09-28 11:39,2024-09-28 11:42,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,M1,30 - 60 Minutes,2,0,143,20,0,1,,,,,,,SOUTHGATE,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 52
179,2024-09-28 11:38,2024-09-28 11:43,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,12,1 Hour - 1.5 Hours,2,4,200,20,1,2,7,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,90,503500,53.42374423,-113.5051636,Gateway Stake 64
180,2024-09-28 11:40,2024-09-28 11:43,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,5,30 - 60 Minutes,2,2,17,17,0,1,,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 53
181,2024-09-28 11:41,2024-09-28 11:43,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,39,0 - 30 Minutes,2,0,110,50,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,30,140000,53.44341912235957,-113.4026104,Gateway Stake 65
182,2024-09-28 11:37,2024-09-28 11:43,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,Bonnie Doon 3 ,1 Hour - 1.5 Hours,3,0,192,11,1,2,Bonnie Doon 4,,,,,,CONNORS HILL,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 54
183,2024-09-28 11:40,2024-09-28 11:43,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Wellington C,0 - 30 Minutes,1,0,1,1,0,1,,,,,,,GRIESBACH,Anirniq Ward,6666500,30,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 16
184,2024-09-28 11:40,2024-09-28 11:43,Riverbend Stake Centre,Greenfield Ward,Riverbend Stake,Royal gardens. 3,30 - 60 Minutes,4,0,150,17,0,1,,,,,,,GREENFIELD,papastew Ward,295500,60,295500,53.476048825243744,-113.5371848,Riverbend Stake 24
185,2024-09-28 11:43,2024-09-28 11:44,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,24,0 - 30 Minutes,3,1,170,9,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,30,162000,53.45921603129749,-113.3818037,Gateway Stake 66
186,2024-09-28 11:41,2024-09-28 11:44,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,16,1 Hour - 1.5 Hours,2,0,478,30,1,2,17,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 67
187,2024-09-28 11:42,2024-09-28 11:44,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,7,30 - 60 Minutes,2,2,30,40,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,60,503500,53.42374423,-113.5051636,Gateway Stake 68
188,2024-09-28 11:39,2024-09-28 11:45,Londonberry Chapel,Londonderry Ward,Bonnie Doon Stake,6,30 - 60 Minutes,1,1,24,30,1,2,7,,,,,,LONDONDERRY,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 55
189,2024-09-28 11:40,2024-09-28 11:45,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,42,0 - 30 Minutes,4,1,80,31,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,30,162000,53.45921603129749,-113.3818037,Gateway Stake 69
190,2024-09-28 11:43,2024-09-28 11:45,Gateway Stake Centre ,Rio Vista Ward,Gateway Stake,33,0 - 30 Minutes,2,3,35,6,0,1,,,,,,,RIO VISTA,,8015783.871,30,8015783.870967742,53.44895453413155,-113.4371288,Gateway Stake 70
191,2024-09-28 11:44,2024-09-28 11:46,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,4,2+ Hours,2,0,142,20,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,120,28618500,53.47232073,-113.4502878,Gateway Stake 71
192,2024-09-28 11:43,2024-09-28 11:46,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,50,1 Hour - 1.5 Hours,2,1,205,34,0,1,,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 25
193,2024-09-28 11:43,2024-09-28 11:46,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,King Edward Park 3,30 - 60 Minutes,2,0,235,21,0,1,,,,,,,CONNORS HILL,,837500,60,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 56
194,2024-09-28 11:43,2024-09-28 11:47,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,162,1 Hour - 1.5 Hours,1,4,166,32,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,90,28618500,53.47232073,-113.4502878,Gateway Stake 72
195,2024-09-28 11:41,2024-09-28 11:47,Bonnie Doon Stake Centre,Connors Hill Ward,Bonnie Doon Stake,4,1 Hour - 1.5 Hours,2,0,200,20,1,3,,4,5,,,,CONNORS HILL,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 57
196,2024-09-28 11:36,2024-09-28 11:47,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Capilano #1,30 - 60 Minutes,2,0,225,30,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,60,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 58
197,2024-09-28 11:45,2024-09-28 11:47,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,101,1 Hour - 1.5 Hours,2,2,0,24,0,1,,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 59
198,2024-09-28 11:44,2024-09-28 11:48,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,47,30 - 60 Minutes,1,2,100,50,1,2,38,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 73
199,2024-09-28 11:47,2024-09-28 11:48,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,43,30 - 60 Minutes,2,0,30,20,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,60,503500,53.42374423,-113.5051636,Gateway Stake 74
200,2024-09-28 11:35,2024-09-28 11:48,Riverbend Stake Centre,Rutherford Ward,Riverbend Stake,24,0 - 30 Minutes,3,2,204,26,1,2,26,,,,,,RUTHERFORD,Ipiihkoohkanipiaohtsi Ward,1154500,30,1154500,53.42045712828527,-113.5399461,Riverbend Stake 26
201,2024-09-28 11:45,2024-09-28 11:49,Gateway Stake Centre ,Silver Berry Ward,Gateway Stake,10,1 Hour - 1.5 Hours,2,0,239,24,0,1,,,,,,,SILVER BERRY,Sspomitapi Ward,162000,90,162000,53.45921603129749,-113.3818037,Gateway Stake 75
202,2024-09-28 11:47,2024-09-28 11:49,Riverbend Stake Centre,Rabbit Hill Ward,Riverbend Stake,Brookside 3,0 - 30 Minutes,2,0,95,15,1,2,Aspen gardens 1,,,,,,RABBIT HILL,,703525,30,703525,53.44964276918846,-113.5384964,Riverbend Stake 27
203,2024-09-28 11:30,2024-09-28 11:49,Bearspaw Chapel,Whitemud Creek YSA Ward,YSA Stake,0,0 - 30 Minutes,2,0,153,8,0,1,,,,,,,WHITEMUD CREEK YSA,,12339825,30,12339825,53.46078142044812,-113.4762213,YSA Stake 4
204,2024-09-28 11:48,2024-09-28 11:49,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,8,0 - 30 Minutes,2,2,108,15,0,1,,,,,,,SOUTHGATE,,837500,30,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 60
205,2024-09-28 11:46,2024-09-28 11:49,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,12,2+ Hours,2,0,143,43,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,120,503500,53.42374423,-113.5051636,Gateway Stake 76
206,2024-09-28 11:48,2024-09-28 11:50,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Fulton place #3 (poll 73),1 Hour - 1.5 Hours,3,4,160,35,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,90,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 61
207,2024-09-28 11:48,2024-09-28 11:50,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,63,1 Hour - 1.5 Hours,2,2,265,30,1,2,64,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,90,140000,53.44341912235957,-113.4026104,Gateway Stake 77
208,2024-09-28 11:49,2024-09-28 11:51,Bearspaw Chapel,Blackmud Creek Ward,Gateway Stake,27,1 Hour - 1.5 Hours,2,3,260,32,0,1,,,,,,,BLACKMUD CREEK,Ipiihkoohkanipiaohtsi Ward,503500,90,503500,53.42374423,-113.5051636,Gateway Stake 78
209,2024-09-28 11:48,2024-09-28 11:51,Londonberry Chapel,Clareview Ward,Bonnie Doon Stake,212,1 Hour - 1.5 Hours,2,2,110,30,0,1,,,,,,,CLAREVIEW,,837500,90,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 62
210,2024-09-28 11:50,2024-09-28 11:51,Bearspaw Chapel,Southgate Ward,Bonnie Doon Stake,D4,2+ Hours,2,0,123,15,0,1,,,,,,,SOUTHGATE,,837500,120,837500,53.55056740256591,-113.4548124,Bonnie Doon Stake 63
211,2024-09-28 11:48,2024-09-28 11:51,Riverbend Stake Centre,Terwillegar Park Ward,Riverbend Stake,1&2,1 Hour - 1.5 Hours,1,1,350,47,1,2,2,,,,,,TERWILLEGAR PARK,,703525,90,703525,53.44964276918846,-113.5384964,Riverbend Stake 28
212,2024-09-28 11:46,2024-09-28 11:51,Bonnie Doon Stake Centre,Forest Heights Ward,Bonnie Doon Stake,Fulton Place #2 poll 64,1 Hour - 1.5 Hours,2,4,225,22,0,1,,,,,,,FOREST HEIGHTS,MÃ©tis Ward,837500,90,837500,53.55056740256592,-113.4548124,Bonnie Doon Stake 64
213,2024-09-28 11:48,2024-09-28 11:52,Edmonton North Stake Centre,Griesbach Ward,Edmonton North Stake,Griesbach a and b,30 - 60 Minutes,1,2,650,48,1,2,Griesbach a,,,,,,GRIESBACH,Anirniq Ward,6666500,60,6666500,53.61346820073056,-113.5157507,Edmonton North Stake 17
214,2024-09-28 11:46,2024-09-28 11:52,Gateway Stake Centre ,Crawford Plains Ward,Gateway Stake,7,30 - 60 Minutes,2,2,140,30,0,1,,,,,,,CRAWFORD PLAINS,Sspomitapi Ward,140000,60,140000,53.44341912235957,-113.4026104,Gateway Stake 79
215,2024-09-28 11:49,2024-09-28 11:52,Bearspaw Chapel,Lee Ridge Ward,Gateway Stake,54,30 - 60 Minutes,1,1,145,26,0,1,,,,,,,LEE RIDGE,Karhiio Ward,28618500,60,28618500,53.47232073,-113.4502878,Gateway Stake 80
